Año,Trimestre,Indicador,Categoria,Estado,Valor,Agregacion
2012,2,i321,a,0,0,N
2012,2,i321,a,0,0,N
2012,2,i321,b,0,0,N
2012,2,i321,b,0,0,N
2012,2,i321,c,0,0,N
2012,2,i321,c,0,0,N
2012,2,i321,d,0,0,N
2012,2,i321,d,0,0,N
2012,2,i321,e,0,0,N
2012,2,i321,e,0,0,N
2012,2,i321,f,0,0,N
2012,2,i321,f,0,0,N
2012,2,i321,g,0,0,N
2012,2,i321,g,0,0,N
2012,3,i321,a,0,0,N
2012,3,i321,a,0,0,N
2012,3,i321,b,0,0,N
2012,3,i321,b,0,0,N
2012,3,i321,c,0,0,N
2012,3,i321,c,0,0,N
2012,3,i321,d,0,0,N
2012,3,i321,d,0,0,N
2012,3,i321,e,0,0,N
2012,3,i321,e,0,0,N
2012,3,i321,f,0,0,N
2012,3,i321,f,0,0,N
2012,3,i321,g,0,0,N
2012,3,i321,g,0,0,N
2012,4,i321,a,0,0,N
2012,4,i321,a,0,0,N
2012,4,i321,b,0,0,N
2012,4,i321,b,0,0,N
2012,4,i321,c,0,0,N
2012,4,i321,c,0,0,N
2012,4,i321,d,0,0,N
2012,4,i321,d,0,0,N
2012,4,i321,e,0,0,N
2012,4,i321,e,0,0,N
2012,4,i321,f,0,0,N
2012,4,i321,f,0,0,N
2012,4,i321,g,0,0,N
2012,4,i321,g,0,0,N
2013,1,i321,a,0,0,N
2013,1,i321,a,0,0,N
2013,1,i321,b,0,0,N
2013,1,i321,b,0,0,N
2013,1,i321,c,0,0,N
2013,1,i321,c,0,0,N
2013,1,i321,d,0,0,N
2013,1,i321,d,0,0,N
2013,1,i321,e,0,0,N
2013,1,i321,e,0,0,N
2013,1,i321,f,0,0,N
2013,1,i321,f,0,0,N
2013,1,i321,g,0,0,N
2013,1,i321,g,0,0,N
2013,2,i321,a,0,0,N
2013,2,i321,a,0,0,N
2013,2,i321,b,0,0,N
2013,2,i321,b,0,0,N
2013,2,i321,c,0,0,N
2013,2,i321,c,0,0,N
2013,2,i321,d,0,0,N
2013,2,i321,d,0,0,N
2013,2,i321,e,0,0,N
2013,2,i321,e,0,0,N
2013,2,i321,f,0,0,N
2013,2,i321,f,0,0,N
2013,2,i321,g,0,0,N
2013,2,i321,g,0,0,N
2013,3,i321,a,0,0,N
2013,3,i321,a,0,0,N
2013,3,i321,b,0,0,N
2013,3,i321,b,0,0,N
2013,3,i321,c,0,0,N
2013,3,i321,c,0,0,N
2013,3,i321,d,0,0,N
2013,3,i321,d,0,0,N
2013,3,i321,e,0,0,N
2013,3,i321,e,0,0,N
2013,3,i321,f,0,0,N
2013,3,i321,f,0,0,N
2013,3,i321,g,0,0,N
2013,3,i321,g,0,0,N
2013,4,i321,a,0,0,N
2013,4,i321,a,0,0,N
2013,4,i321,b,0,0,N
2013,4,i321,b,0,0,N
2013,4,i321,c,0,0,N
2013,4,i321,c,0,0,N
2013,4,i321,d,0,0,N
2013,4,i321,d,0,0,N
2013,4,i321,e,0,0,N
2013,4,i321,e,0,0,N
2013,4,i321,f,0,0,N
