"t","m","id","id2","cve","valor","DesGeo"
2012,3,"i25","d","11",0,"E"
2012,4,"i25","d","11",0,"E"
2013,1,"i25","d","11",0,"E"
2013,2,"i25","d","11",0,"E"
2013,3,"i25","d","11",0,"E"
2013,4,"i25","d","11",0,"E"
2014,1,"i25","d","11",0,"E"
2014,2,"i25","d","11",0,"E"
2014,3,"i25","d","11",0,"E"
2014,4,"i25","d","11",0,"E"
2015,1,"i25","d","11",0,"E"
2015,2,"i25","d","11",1,"E"
2015,3,"i25","d","11",0,"E"
2015,4,"i25","d","11",0,"E"
2016,1,"i25","d","11",0,"E"
2016,2,"i25","d","11",0,"E"
2016,3,"i25","d","11",0,"E"
2016,4,"i25","d","11",0,"E"
2012,2,"i25","d","12",0,"E"
2012,3,"i25","d","12",0,"E"
2012,4,"i25","d","12",0,"E"
2013,1,"i25","d","12",0,"E"
2013,2,"i25","d","12",0,"E"
2013,3,"i25","d","12",0,"E"
2013,4,"i25","d","12",0,"E"
2014,1,"i25","d","12",0,"E"
2014,2,"i25","d","12",0,"E"
2014,3,"i25","d","12",0,"E"
2014,4,"i25","d","12",0,"E"
2015,1,"i25","d","12",0,"E"
2015,2,"i25","d","12",0,"E"
2015,3,"i25","d","12",0.5,"E"
2015,4,"i25","d","12",0,"E"
2016,1,"i25","d","12",0,"E"
2016,2,"i25","d","12",0,"E"
2016,3,"i25","d","12",0,"E"
2016,4,"i25","d","12",0,"E"
2012,2,"i25","d","13",0,"E"
2012,3,"i25","d","13",0,"E"
2012,4,"i25","d","13",0,"E"
2013,1,"i25","d","13",0,"E"
2013,2,"i25","d","13",0,"E"
2013,3,"i25","d","13",0,"E"
2013,4,"i25","d","13",0,"E"
2014,1,"i25","d","13",0,"E"
2014,2,"i25","d","13",0,"E"
2014,3,"i25","d","13",0,"E"
2014,4,"i25","d","13",0,"E"
2015,1,"i25","d","13",0,"E"
2015,2,"i25","d","13",0,"E"
2015,3,"i25","d","13",0,"E"
2015,4,"i25","d","13",0,"E"
2016,1,"i25","d","13",0,"E"
2016,2,"i25","d","13",0,"E"
2016,3,"i25","d","13",0,"E"
2016,4,"i25","d","13",0,"E"
2012,2,"i25","d","14",0,"E"
2012,3,"i25","d","14",0,"E"
2012,4,"i25","d","14",0,"E"
2013,1,"i25","d","14",0,"E"
2013,2,"i25","d","14",0,"E"
2013,3,"i25","d","14",0,"E"
2013,4,"i25","d","14",0,"E"
2014,1,"i25","d","14",0,"E"
2014,2,"i25","d","14",0,"E"
2014,3,"i25","d","14",0,"E"
2014,4,"i25","d","14",0,"E"
2015,1,"i25","d","14",0.2,"E"
2015,2,"i25","d","14",1.33333333333333,"E"
2015,3,"i25","d","14",1,"E"
2015,4,"i25","d","14",1,"E"
2016,1,"i25","d","14",0,"E"
2016,2,"i25","d","14",0,"E"
2016,3,"i25","d","14",0,"E"
2016,4,"i25","d","14",0,"E"
2012,2,"i25","d","15",0,"E"
2012,3,"i25","d","15",0,"E"
2012,4,"i25","d","15",0,"E"
2013,1,"i25","d","15",0,"E"
2013,2,"i25","d","15",0,"E"
2013,3,"i25","d","15",0,"E"
2013,4,"i25","d","15",0,"E"
2014,1,"i25","d","15",0,"E"
2014,2,"i25","d","15",0,"E"
2014,3,"i25","d","15",0,"E"
2014,4,"i25","d","15",0.5,"E"
2015,1,"i25","d","15",1,"E"
2015,2,"i25","d","15",0.842857142857143,"E"
2015,3,"i25","d","15",1,"E"
2015,4,"i25","d","15",0.5,"E"
2016,1,"i25","d","15",0,"E"
2016,2,"i25","d","15",0,"E"
2016,3,"i25","d","15",0,"E"
2016,4,"i25","d","15",0,"E"
2012,2,"i25","d","16",0,"E"
2012,3,"i25","d","16",0,"E"
2012,4,"i25","d","16",0,"E"
2013,1,"i25","d","16",0,"E"
2013,2,"i25","d","16",0,"E"
2013,3,"i25","d","16",0,"E"
2013,4,"i25","d","16",0,"E"
2014,1,"i25","d","16",0,"E"
2014,2,"i25","d","16",0,"E"
2014,3,"i25","d","16",0,"E"
2014,4,"i25","d","16",0,"E"
2015,1,"i25","d","16",0,"E"
2015,2,"i25","d","16",0,"E"
2015,3,"i25","d","16",0,"E"
2015,4,"i25","d","16",1,"E"
2016,1,"i25","d","16",0,"E"
2016,2,"i25","d","16",0,"E"
2016,3,"i25","d","16",0,"E"
2016,4,"i25","d","16",0,"E"
2012,2,"i25","d","17",0,"E"
2012,3,"i25","d","17",0,"E"
2012,4,"i25","d","17",0,"E"
2013,1,"i25","d","17",0,"E"
2013,2,"i25","d","17",0,"E"
2013,3,"i25","d","17",0,"E"
2013,4,"i25","d","17",0,"E"
2014,1,"i25","d","17",0,"E"
2014,2,"i25","d","17",0,"E"
2014,3,"i25","d","17",0,"E"
2014,4,"i25","d","17",0,"E"
2015,1,"i25","d","17",1,"E"
2015,2,"i25","d","17",1,"E"
2015,3,"i25","d","17",0,"E"
2015,4,"i25","d","17",0,"E"
2016,1,"i25","d","17",0,"E"
2016,2,"i25","d","17",0,"E"
2016,3,"i25","d","17",0,"E"
2016,4,"i25","d","17",0,"E"
2012,2,"i25","d","18",0,"E"
2012,3,"i25","d","18",0,"E"
2012,4,"i25","d","18",0,"E"
2013,1,"i25","d","18",0,"E"
2013,2,"i25","d","18",0,"E"
2013,3,"i25","d","18",0,"E"
2013,4,"i25","d","18",0,"E"
2014,1,"i25","d","18",0,"E"
2014,2,"i25","d","18",0,"E"
2014,3,"i25","d","18",0,"E"
2014,4,"i25","d","18",0,"E"
2015,1,"i25","d","18",0,"E"
2015,2,"i25","d","18",0,"E"
2015,3,"i25","d","18",0,"E"
2015,4,"i25","d","18",0,"E"
2016,1,"i25","d","18",0,"E"
2016,2,"i25","d","18",0,"E"
2016,3,"i25","d","18",0,"E"
2016,4,"i25","d","18",0,"E"
2012,2,"i25","d","19",0,"E"
2012,3,"i25","d","19",0,"E"
2012,4,"i25","d","19",0,"E"
2013,1,"i25","d","19",0,"E"
2013,2,"i25","d","19",0,"E"
2013,3,"i25","d","19",0,"E"
2013,4,"i25","d","19",0,"E"
2014,1,"i25","d","19",0,"E"
2014,2,"i25","d","19",0,"E"
2014,3,"i25","d","19",0,"E"
2014,4,"i25","d","19",1,"E"
2015,1,"i25","d","19",0,"E"
2015,2,"i25","d","19",0,"E"
2015,3,"i25","d","19",0,"E"
2015,4,"i25","d","19",0,"E"
2016,1,"i25","d","19",0,"E"
2016,2,"i25","d","19",0,"E"
2016,3,"i25","d","19",0,"E"
2016,4,"i25","d","19",0,"E"
2012,2,"i25","d","2",0,"E"
2012,3,"i25","d","2",0,"E"
2012,4,"i25","d","2",0,"E"
2013,1,"i25","d","2",0,"E"
2013,2,"i25","d","2",0,"E"
2013,3,"i25","d","2",0,"E"
2013,4,"i25","d","2",0,"E"
2014,1,"i25","d","2",0,"E"
2014,2,"i25","d","2",0,"E"
2014,3,"i25","d","2",0,"E"
2014,4,"i25","d","2",0,"E"
2015,1,"i25","d","2",0,"E"
2015,2,"i25","d","2",0,"E"
2015,3,"i25","d","2",0,"E"
2015,4,"i25","d","2",1,"E"
2016,1,"i25","d","2",0,"E"
2016,2,"i25","d","2",0,"E"
2016,3,"i25","d","2",0,"E"
2016,4,"i25","d","2",0,"E"
2012,2,"i25","d","20",0,"E"
2012,3,"i25","d","20",0,"E"
2012,4,"i25","d","20",0,"E"
2013,1,"i25","d","20",0,"E"
2013,2,"i25","d","20",0,"E"
2013,3,"i25","d","20",0,"E"
2013,4,"i25","d","20",0,"E"
2014,1,"i25","d","20",0,"E"
2014,2,"i25","d","20",0,"E"
2014,3,"i25","d","20",0,"E"
2014,4,"i25","d","20",0,"E"
2015,1,"i25","d","20",0,"E"
2015,2,"i25","d","20",0,"E"
2015,3,"i25","d","20",0,"E"
2015,4,"i25","d","20",0,"E"
2016,1,"i25","d","20",0,"E"
2016,2,"i25","d","20",0,"E"
2016,3,"i25","d","20",0,"E"
2016,4,"i25","d","20",0,"E"
2012,2,"i25","d","21",0,"E"
2012,3,"i25","d","21",0,"E"
2012,4,"i25","d","21",0,"E"
2013,1,"i25","d","21",0,"E"
2013,2,"i25","d","21",0,"E"
2013,3,"i25","d","21",0,"E"
2013,4,"i25","d","21",0,"E"
2014,1,"i25","d","21",0,"E"
2014,2,"i25","d","21",0,"E"
2014,3,"i25","d","21",0,"E"
2014,4,"i25","d","21",1,"E"
2015,1,"i25","d","21",0,"E"
2015,2,"i25","d","21",0,"E"
2015,3,"i25","d","21",0.5,"E"
2015,4,"i25","d","21",0,"E"
2016,1,"i25","d","21",0,"E"
2016,2,"i25","d","21",0,"E"
2016,3,"i25","d","21",0,"E"
2016,4,"i25","d","21",0,"E"
2012,2,"i25","d","22",0,"E"
2012,3,"i25","d","22",0,"E"
2012,4,"i25","d","22",0,"E"
2013,1,"i25","d","22",0,"E"
2013,2,"i25","d","22",0,"E"
2013,3,"i25","d","22",0,"E"
2013,4,"i25","d","22",0,"E"
2014,1,"i25","d","22",0,"E"
2014,2,"i25","d","22",0,"E"
2014,3,"i25","d","22",0,"E"
2014,4,"i25","d","22",0,"E"
2015,1,"i25","d","22",0,"E"
2015,2,"i25","d","22",0,"E"
2015,3,"i25","d","22",1,"E"
2015,4,"i25","d","22",0.333333333333333,"E"
2016,1,"i25","d","22",0,"E"
2016,2,"i25","d","22",0,"E"
2016,3,"i25","d","22",0,"E"
2016,4,"i25","d","22",0,"E"
2012,2,"i25","d","23",0,"E"
2012,3,"i25","d","23",0,"E"
2012,4,"i25","d","23",0,"E"
2013,1,"i25","d","23",0,"E"
2013,2,"i25","d","23",0,"E"
2013,3,"i25","d","23",0,"E"
2013,4,"i25","d","23",0,"E"
2014,1,"i25","d","23",0,"E"
2014,2,"i25","d","23",0,"E"
2014,3,"i25","d","23",0,"E"
2014,4,"i25","d","23",0,"E"
2015,1,"i25","d","23",1,"E"
2015,2,"i25","d","23",0,"E"
2015,3,"i25","d","23",1,"E"
2015,4,"i25","d","23",0,"E"
2016,1,"i25","d","23",0,"E"
2016,2,"i25","d","23",0,"E"
2016,3,"i25","d","23",0,"E"
2016,4,"i25","d","23",0,"E"
2012,2,"i25","d","24",0,"E"
2012,3,"i25","d","24",0,"E"
2012,4,"i25","d","24",0,"E"
2013,1,"i25","d","24",0,"E"
2013,2,"i25","d","24",0,"E"
2013,3,"i25","d","24",0,"E"
2013,4,"i25","d","24",0,"E"
2014,1,"i25","d","24",0,"E"
2014,2,"i25","d","24",0,"E"
2014,3,"i25","d","24",0,"E"
2014,4,"i25","d","24",0,"E"
2015,1,"i25","d","24",0,"E"
2015,2,"i25","d","24",0,"E"
2015,3,"i25","d","24",0,"E"
2015,4,"i25","d","24",0,"E"
2016,1,"i25","d","24",0,"E"
2016,2,"i25","d","24",0,"E"
2016,3,"i25","d","24",0,"E"
2016,4,"i25","d","24",0,"E"
2012,2,"i25","d","25",0,"E"
2012,3,"i25","d","25",0,"E"
2012,4,"i25","d","25",0,"E"
2013,1,"i25","d","25",0,"E"
2013,2,"i25","d","25",0,"E"
2013,3,"i25","d","25",0,"E"
2013,4,"i25","d","25",0,"E"
2014,1,"i25","d","25",0,"E"
2014,2,"i25","d","25",0,"E"
2014,3,"i25","d","25",0,"E"
2014,4,"i25","d","25",0,"E"
2015,1,"i25","d","25",0,"E"
2015,2,"i25","d","25",1,"E"
2015,3,"i25","d","25",0,"E"
2015,4,"i25","d","25",0,"E"
2016,1,"i25","d","25",0,"E"
2016,2,"i25","d","25",0,"E"
2016,3,"i25","d","25",0,"E"
2016,4,"i25","d","25",0,"E"
2012,2,"i25","d","26",0,"E"
2012,3,"i25","d","26",0,"E"
2012,4,"i25","d","26",0,"E"
2013,1,"i25","d","26",0,"E"
2013,2,"i25","d","26",0,"E"
2013,3,"i25","d","26",0,"E"
2013,4,"i25","d","26",0,"E"
2014,1,"i25","d","26",0,"E"
2014,2,"i25","d","26",0,"E"
2014,3,"i25","d","26",0,"E"
2014,4,"i25","d","26",0,"E"
2015,1,"i25","d","26",0,"E"
2015,2,"i25","d","26",0,"E"
2015,3,"i25","d","26",0,"E"
2015,4,"i25","d","26",0,"E"
2016,1,"i25","d","26",0,"E"
2016,2,"i25","d","26",0,"E"
2016,3,"i25","d","26",0,"E"
2016,4,"i25","d","26",0,"E"
2012,2,"i25","d","27",0,"E"
2012,3,"i25","d","27",0,"E"
2012,4,"i25","d","27",0,"E"
2013,1,"i25","d","27",0,"E"
2013,2,"i25","d","27",0,"E"
2013,3,"i25","d","27",0,"E"
2013,4,"i25","d","27",0,"E"
2014,1,"i25","d","27",0,"E"
2014,2,"i25","d","27",0,"E"
2014,3,"i25","d","27",0,"E"
2014,4,"i25","d","27",0,"E"
2015,1,"i25","d","27",0,"E"
2015,2,"i25","d","27",0,"E"
2015,3,"i25","d","27",0,"E"
2015,4,"i25","d","27",0,"E"
2016,1,"i25","d","27",0,"E"
2016,2,"i25","d","27",0,"E"
2016,3,"i25","d","27",0,"E"
2016,4,"i25","d","27",0,"E"
2012,2,"i25","d","28",0,"E"
2012,3,"i25","d","28",0,"E"
2012,4,"i25","d","28",0,"E"
2013,1,"i25","d","28",0,"E"
2013,2,"i25","d","28",0,"E"
2013,3,"i25","d","28",0,"E"
2013,4,"i25","d","28",0,"E"
2014,1,"i25","d","28",0,"E"
2014,2,"i25","d","28",0,"E"
2014,3,"i25","d","28",0,"E"
2014,4,"i25","d","28",0,"E"
2015,1,"i25","d","28",0,"E"
2015,2,"i25","d","28",0,"E"
2015,3,"i25","d","28",0,"E"
2015,4,"i25","d","28",0,"E"
2016,1,"i25","d","28",0,"E"
2016,2,"i25","d","28",0,"E"
2016,3,"i25","d","28",0,"E"
2016,4,"i25","d","28",0,"E"
2012,2,"i25","d","29",0,"E"
2012,3,"i25","d","29",0,"E"
2012,4,"i25","d","29",0,"E"
2013,1,"i25","d","29",0,"E"
2013,2,"i25","d","29",0,"E"
2013,3,"i25","d","29",0,"E"
2013,4,"i25","d","29",0,"E"
2014,1,"i25","d","29",0,"E"
2014,2,"i25","d","29",0,"E"
2014,3,"i25","d","29",0,"E"
2014,4,"i25","d","29",0,"E"
2015,1,"i25","d","29",0,"E"
2015,2,"i25","d","29",0,"E"
2015,3,"i25","d","29",0,"E"
2015,4,"i25","d","29",0,"E"
2016,1,"i25","d","29",0,"E"
2016,2,"i25","d","29",0,"E"
2016,3,"i25","d","29",0,"E"
2016,4,"i25","d","29",0,"E"
2012,2,"i25","d","3",0,"E"
2012,3,"i25","d","3",0,"E"
2012,4,"i25","d","3",0,"E"
2013,1,"i25","d","3",0,"E"
2013,2,"i25","d","3",0,"E"
2013,3,"i25","d","3",0,"E"
2013,4,"i25","d","3",0,"E"
2014,1,"i25","d","3",0,"E"
2014,2,"i25","d","3",0,"E"
2014,3,"i25","d","3",0,"E"
2014,4,"i25","d","3",0,"E"
2015,1,"i25","d","3",0,"E"
2015,2,"i25","d","3",0,"E"
2015,3,"i25","d","3",1,"E"
2015,4,"i25","d","3",0,"E"
2016,1,"i25","d","3",0,"E"
2016,2,"i25","d","3",0,"E"
2016,3,"i25","d","3",0,"E"
2016,4,"i25","d","3",0,"E"
2012,2,"i25","d","30",0,"E"
2012,3,"i25","d","30",0,"E"
2012,4,"i25","d","30",0,"E"
2013,1,"i25","d","30",0,"E"
2013,2,"i25","d","30",0,"E"
2013,3,"i25","d","30",0,"E"
2013,4,"i25","d","30",0,"E"
2014,1,"i25","d","30",0,"E"
2014,2,"i25","d","30",0,"E"
2014,3,"i25","d","30",0,"E"
2014,4,"i25","d","30",0,"E"
2015,1,"i25","d","30",1,"E"
2015,2,"i25","d","30",0,"E"
2015,3,"i25","d","30",0,"E"
2015,4,"i25","d","30",0,"E"
2016,1,"i25","d","30",0,"E"
2016,2,"i25","d","30",0,"E"
2016,3,"i25","d","30",0,"E"
2016,4,"i25","d","30",0,"E"
2012,2,"i25","d","31",0,"E"
2012,3,"i25","d","31",0,"E"
2012,4,"i25","d","31",0,"E"
2013,1,"i25","d","31",0,"E"
2013,2,"i25","d","31",0,"E"
2013,3,"i25","d","31",0,"E"
2013,4,"i25","d","31",0,"E"
2014,1,"i25","d","31",0,"E"
2014,2,"i25","d","31",0,"E"
2014,3,"i25","d","31",0,"E"
2014,4,"i25","d","31",0,"E"
2015,1,"i25","d","31",0,"E"
2015,2,"i25","d","31",0,"E"
2015,3,"i25","d","31",0,"E"
2015,4,"i25","d","31",0,"E"
2016,1,"i25","d","31",0,"E"
2016,2,"i25","d","31",0,"E"
2016,3,"i25","d","31",0,"E"
2016,4,"i25","d","31",0,"E"
2012,2,"i25","d","4",0,"E"
2012,3,"i25","d","4",0,"E"
2012,4,"i25","d","4",0,"E"
2013,1,"i25","d","4",0,"E"
2013,2,"i25","d","4",0,"E"
2013,3,"i25","d","4",0,"E"
2013,4,"i25","d","4",0,"E"
2014,1,"i25","d","4",0,"E"
2014,2,"i25","d","4",0,"E"
2014,3,"i25","d","4",0,"E"
2014,4,"i25","d","4",0,"E"
2015,1,"i25","d","4",0,"E"
2015,2,"i25","d","4",0,"E"
2015,3,"i25","d","4",0,"E"
2015,4,"i25","d","4",0,"E"
2016,1,"i25","d","4",0,"E"
2016,2,"i25","d","4",0,"E"
2016,3,"i25","d","4",0,"E"
2016,4,"i25","d","4",0,"E"
2012,2,"i25","d","5",0,"E"
2012,3,"i25","d","5",0,"E"
2012,4,"i25","d","5",0,"E"
2013,1,"i25","d","5",0,"E"
2013,2,"i25","d","5",0,"E"
2013,3,"i25","d","5",0,"E"
2013,4,"i25","d","5",0,"E"
2014,1,"i25","d","5",0,"E"
2014,2,"i25","d","5",0,"E"
2014,3,"i25","d","5",0,"E"
2014,4,"i25","d","5",0,"E"
2015,1,"i25","d","5",0,"E"
2015,2,"i25","d","5",1,"E"
2015,3,"i25","d","5",0,"E"
2015,4,"i25","d","5",0,"E"
2016,1,"i25","d","5",0,"E"
2016,2,"i25","d","5",0,"E"
2016,3,"i25","d","5",0,"E"
2016,4,"i25","d","5",0,"E"
2012,2,"i25","d","6",0,"E"
2012,3,"i25","d","6",0,"E"
2012,4,"i25","d","6",0,"E"
2013,1,"i25","d","6",0,"E"
2013,2,"i25","d","6",0,"E"
2013,3,"i25","d","6",0,"E"
2013,4,"i25","d","6",0,"E"
2014,1,"i25","d","6",0,"E"
2014,2,"i25","d","6",0,"E"
2014,3,"i25","d","6",0,"E"
2014,4,"i25","d","6",0,"E"
2015,1,"i25","d","6",1,"E"
2015,2,"i25","d","6",1,"E"
2015,3,"i25","d","6",0,"E"
2015,4,"i25","d","6",0,"E"
2016,1,"i25","d","6",0,"E"
2016,2,"i25","d","6",0,"E"
2016,3,"i25","d","6",0,"E"
2016,4,"i25","d","6",0,"E"
2012,2,"i25","d","7",0,"E"
2012,3,"i25","d","7",0,"E"
2012,4,"i25","d","7",0,"E"
2013,1,"i25","d","7",0,"E"
2013,2,"i25","d","7",0,"E"
2013,3,"i25","d","7",0,"E"
2013,4,"i25","d","7",0,"E"
2014,1,"i25","d","7",0,"E"
2014,2,"i25","d","7",0,"E"
2014,3,"i25","d","7",0,"E"
2014,4,"i25","d","7",0,"E"
2015,1,"i25","d","7",0,"E"
2015,2,"i25","d","7",0,"E"
2015,3,"i25","d","7",0,"E"
2015,4,"i25","d","7",0,"E"
2016,1,"i25","d","7",0,"E"
2016,2,"i25","d","7",0,"E"
2016,3,"i25","d","7",0,"E"
2016,4,"i25","d","7",0,"E"
2012,2,"i25","e","0",0,"N"
2012,3,"i25","e","0",0,"N"
2012,4,"i25","e","0",0,"N"
2013,1,"i25","e","0",0,"N"
2013,2,"i25","e","0",0,"N"
2013,3,"i25","e","0",0,"N"
2013,4,"i25","e","0",0,"N"
2014,1,"i25","e","0",0,"N"
2014,2,"i25","e","0",0,"N"
2014,3,"i25","e","0",0,"N"
2014,4,"i25","e","0",0.454545454545455,"N"
2015,1,"i25","e","0",0.3125,"N"
2015,2,"i25","e","0",0.522260936895083,"N"
2015,3,"i25","e","0",0.4875,"N"
2015,4,"i25","e","0",0.492540792540793,"N"
2016,1,"i25","e","0",0,"N"
2016,2,"i25","e","0",0,"N"
2016,3,"i25","e","0",0,"N"
2016,4,"i25","e","0",0,"N"
2012,2,"i25","e","1",0,"E"
2012,3,"i25","e","1",0,"E"
2012,4,"i25","e","1",0,"E"
2013,1,"i25","e","1",0,"E"
2013,2,"i25","e","1",0,"E"
2013,3,"i25","e","1",0,"E"
2013,4,"i25","e","1",0,"E"
2014,1,"i25","e","1",0,"E"
2014,2,"i25","e","1",0,"E"
2014,3,"i25","e","1",0,"E"
2014,4,"i25","e","1",0,"E"
2015,1,"i25","e","1",0,"E"
2015,2,"i25","e","1",0,"E"
2015,3,"i25","e","1",0,"E"
2015,4,"i25","e","1",0,"E"
2016,1,"i25","e","1",0,"E"
2016,2,"i25","e","1",0,"E"
2016,3,"i25","e","1",0,"E"
2016,4,"i25","e","1",0,"E"
2012,2,"i25","e","10",0,"E"
2012,3,"i25","e","10",0,"E"
2012,4,"i25","e","10",0,"E"
2013,1,"i25","e","10",0,"E"
2013,2,"i25","e","10",0,"E"
2013,3,"i25","e","10",0,"E"
2013,4,"i25","e","10",0,"E"
2014,1,"i25","e","10",0,"E"
2014,2,"i25","e","10",0,"E"
2014,3,"i25","e","10",0,"E"
2014,4,"i25","e","10",0,"E"
2015,1,"i25","e","10",0,"E"
2015,2,"i25","e","10",0,"E"
2015,3,"i25","e","10",0,"E"
2015,4,"i25","e","10",0,"E"
2016,1,"i25","e","10",0,"E"
2016,2,"i25","e","10",0,"E"
2016,3,"i25","e","10",0,"E"
2016,4,"i25","e","10",0,"E"
2012,2,"i25","e","12",0,"E"
2012,3,"i25","e","12",0,"E"
2012,4,"i25","e","12",0,"E"
2013,1,"i25","e","12",0,"E"
2013,2,"i25","e","12",0,"E"
2013,3,"i25","e","12",0,"E"
2013,4,"i25","e","12",0,"E"
2014,1,"i25","e","12",0,"E"
2014,2,"i25","e","12",0,"E"
2014,3,"i25","e","12",0,"E"
2014,4,"i25","e","12",0,"E"
2015,1,"i25","e","12",0,"E"
2015,2,"i25","e","12",0,"E"
2015,3,"i25","e","12",0,"E"
2015,4,"i25","e","12",0,"E"
2016,1,"i25","e","12",0,"E"
2016,2,"i25","e","12",0,"E"
2016,3,"i25","e","12",0,"E"
2016,4,"i25","e","12",0,"E"
2012,2,"i25","e","13",0,"E"
2012,3,"i25","e","13",0,"E"
2012,4,"i25","e","13",0,"E"
2013,1,"i25","e","13",0,"E"
2013,2,"i25","e","13",0,"E"
2013,3,"i25","e","13",0,"E"
2013,4,"i25","e","13",0,"E"
2014,1,"i25","e","13",0,"E"
2014,2,"i25","e","13",0,"E"
2014,3,"i25","e","13",0,"E"
2014,4,"i25","e","13",0,"E"
2015,1,"i25","e","13",0,"E"
2015,2,"i25","e","13",0,"E"
2015,3,"i25","e","13",0,"E"
2015,4,"i25","e","13",0,"E"
2016,1,"i25","e","13",0,"E"
2016,2,"i25","e","13",0,"E"
2016,3,"i25","e","13",0,"E"
2016,4,"i25","e","13",0,"E"
2012,2,"i25","e","14",0,"E"
2012,3,"i25","e","14",0,"E"
2012,4,"i25","e","14",0,"E"
2013,1,"i25","e","14",0,"E"
2013,2,"i25","e","14",0,"E"
2013,3,"i25","e","14",0,"E"
2013,4,"i25","e","14",0,"E"
2014,1,"i25","e","14",0,"E"
2014,2,"i25","e","14",0,"E"
2014,3,"i25","e","14",0,"E"
2014,4,"i25","e","14",0,"E"
2015,1,"i25","e","14",0,"E"
2015,2,"i25","e","14",0.333333333333333,"E"
2015,3,"i25","e","14",0,"E"
2015,4,"i25","e","14",0.2,"E"
2016,1,"i25","e","14",0,"E"
2016,2,"i25","e","14",0,"E"
2016,3,"i25","e","14",0,"E"
2016,4,"i25","e","14",0,"E"
2012,2,"i25","e","15",0,"E"
2012,3,"i25","e","15",0,"E"
2012,4,"i25","e","15",0,"E"
2013,1,"i25","e","15",0,"E"
2013,2,"i25","e","15",0,"E"
2013,3,"i25","e","15",0,"E"
2013,4,"i25","e","15",0,"E"
2014,1,"i25","e","15",0,"E"
2014,2,"i25","e","15",0,"E"
2014,3,"i25","e","15",0,"E"
2014,4,"i25","e","15",0.5,"E"
2015,1,"i25","e","15",1,"E"
2015,2,"i25","e","15",0.25,"E"
2015,3,"i25","e","15",1,"E"
2015,4,"i25","e","15",0,"E"
2016,1,"i25","e","15",0,"E"
2016,2,"i25","e","15",0,"E"
2016,3,"i25","e","15",0,"E"
2016,4,"i25","e","15",0,"E"
2012,2,"i25","e","16",0,"E"
2012,3,"i25","e","16",0,"E"
2012,4,"i25","e","16",0,"E"
2013,1,"i25","e","16",0,"E"
2013,2,"i25","e","16",0,"E"
2013,3,"i25","e","16",0,"E"
2013,4,"i25","e","16",0,"E"
2014,1,"i25","e","16",0,"E"
2014,2,"i25","e","16",0,"E"
2014,3,"i25","e","16",0,"E"
2014,4,"i25","e","16",0,"E"
2015,1,"i25","e","16",0,"E"
2015,2,"i25","e","16",1,"E"
2015,3,"i25","e","16",0,"E"
2015,4,"i25","e","16",0,"E"
2016,1,"i25","e","16",0,"E"
2016,2,"i25","e","16",0,"E"
2016,3,"i25","e","16",0,"E"
2016,4,"i25","e","16",0,"E"
2012,2,"i25","e","17",0,"E"
2012,3,"i25","e","17",0,"E"
2012,4,"i25","e","17",0,"E"
2013,1,"i25","e","17",0,"E"
2013,2,"i25","e","17",0,"E"
2013,3,"i25","e","17",0,"E"
2013,4,"i25","e","17",0,"E"
2014,1,"i25","e","17",0,"E"
2014,2,"i25","e","17",0,"E"
2014,3,"i25","e","17",0,"E"
2014,4,"i25","e","17",0,"E"
2015,1,"i25","e","17",0,"E"
2015,2,"i25","e","17",0,"E"
2015,3,"i25","e","17",0,"E"
2015,4,"i25","e","17",0,"E"
2016,1,"i25","e","17",0,"E"
2016,2,"i25","e","17",0,"E"
2016,3,"i25","e","17",0,"E"
2016,4,"i25","e","17",0,"E"
2012,2,"i25","e","18",0,"E"
2012,3,"i25","e","18",0,"E"
2012,4,"i25","e","18",0,"E"
2013,1,"i25","e","18",0,"E"
2013,2,"i25","e","18",0,"E"
2013,3,"i25","e","18",0,"E"
2013,4,"i25","e","18",0,"E"
2014,1,"i25","e","18",0,"E"
2014,2,"i25","e","18",0,"E"
2014,3,"i25","e","18",0,"E"
2014,4,"i25","e","18",0,"E"
2015,1,"i25","e","18",0,"E"
2015,2,"i25","e","18",0,"E"
2015,3,"i25","e","18",0,"E"
2015,4,"i25","e","18",0,"E"
2016,1,"i25","e","18",0,"E"
2016,2,"i25","e","18",0,"E"
2016,3,"i25","e","18",0,"E"
2016,4,"i25","e","18",0,"E"
2012,2,"i25","e","19",0,"E"
2012,3,"i25","e","19",0,"E"
2012,4,"i25","e","19",0,"E"
2013,1,"i25","e","19",0,"E"
2013,2,"i25","e","19",0,"E"
2013,3,"i25","e","19",0,"E"
2013,4,"i25","e","19",0,"E"
2014,1,"i25","e","19",0,"E"
2014,2,"i25","e","19",0,"E"
2014,3,"i25","e","19",0,"E"
2014,4,"i25","e","19",0,"E"
2015,1,"i25","e","19",0,"E"
2015,2,"i25","e","19",0,"E"
2015,3,"i25","e","19",0,"E"
2015,4,"i25","e","19",0,"E"
2016,1,"i25","e","19",0,"E"
2016,2,"i25","e","19",0,"E"
2016,3,"i25","e","19",0,"E"
2016,4,"i25","e","19",0,"E"
2012,2,"i25","e","2",0,"E"
2012,3,"i25","e","2",0,"E"
2012,4,"i25","e","2",0,"E"
2013,1,"i25","e","2",0,"E"
2013,2,"i25","e","2",0,"E"
2013,3,"i25","e","2",0,"E"
2013,4,"i25","e","2",0,"E"
2014,1,"i25","e","2",0,"E"
2014,2,"i25","e","2",0,"E"
2014,3,"i25","e","2",0,"E"
2014,4,"i25","e","2",0,"E"
