Año,Trimestre,Indicador,Categoria,Estado,Valor,Agregacion
2012,2,i44,a,0,0,N
2012,2,i44,b,0,0,N
2012,2,i44,c,0,0,N
2012,2,i44,d,0,0,N
2012,2,i44,e,0,0,N
2012,3,i44,a,0,0,N
2012,3,i44,b,0,0,N
2012,3,i44,c,0,0,N
2012,3,i44,d,0,0,N
2012,3,i44,e,0,0,N
2012,4,i44,a,0,0,N
2012,4,i44,b,0,0,N
2012,4,i44,c,0,0,N
2012,4,i44,d,0,0,N
2012,4,i44,e,0,0,N
2013,1,i44,a,0,0,N
2013,1,i44,b,0,0,N
2013,1,i44,c,0,0,N
2013,1,i44,d,0,0,N
2013,1,i44,e,0,0,N
2013,2,i44,a,0,0,N
2013,2,i44,b,0,0,N
2013,2,i44,c,0,0,N
2013,2,i44,d,0,0,N
2013,2,i44,e,0,0,N
2013,3,i44,a,0,0,N
2013,3,i44,b,0,0,N
2013,3,i44,c,0,0,N
2013,3,i44,d,0,0,N
2013,3,i44,e,0,0,N
2013,4,i44,a,0,0,N
2013,4,i44,b,0,0,N
2013,4,i44,c,0,0,N
2013,4,i44,d,0,0,N
2013,4,i44,e,0,0,N
2014,1,i44,a,0,0,N
2014,1,i44,b,0,0,N
2014,1,i44,c,0,0,N
2014,1,i44,d,0,0,N
2014,1,i44,e,0,0,N
2014,2,i44,a,0,0,N
2014,2,i44,b,0,0,N
2014,2,i44,c,0,0,N
2014,2,i44,d,0,0,N
2014,2,i44,e,0,0,N
2014,3,i44,a,0,0,N
2014,3,i44,b,0,0,N
2014,3,i44,c,0,0,N
2014,3,i44,d,0,0,N
2014,3,i44,e,0,0,N
2014,4,i44,a,0,445084.5,N
2014,4,i44,b,0,0,N
2014,4,i44,c,0,983169,N
2014,4,i44,d,0,51666.6666666665,N
2014,4,i44,e,0,828169,N
2015,1,i44,a,0,40312.5,N
2015,1,i44,b,0,0,N
2015,1,i44,c,0,645000,N
2015,1,i44,d,0,0,N
2015,1,i44,e,0,80625,N
2015,2,i44,a,0,274766.666666667,N
2015,2,i44,b,0,0,N
2015,2,i44,c,0,412150,N
2015,2,i44,d,0,511250,N
2015,2,i44,e,0,87500,N
2015,3,i44,a,0,61612.5,N
2015,3,i44,b,0,0,N
2015,3,i44,c,0,492900,N
2015,3,i44,d,0,71080,N
2015,3,i44,e,0,45833.3333333334,N
2015,4,i44,a,0,75457.2055137845,N
2015,4,i44,b,0,3991.66666666667,N
2015,4,i44,c,0,401962.5,N
2015,4,i44,d,0,38333.5565476191,N
2015,4,i44,e,0,128446.428571429,N
2016,1,i44,a,0,404397.595238095,N
2016,1,i44,b,0,1500,N
2016,1,i44,c,0,1073211.72222222,N
2016,1,i44,d,0,150014.753968254,N
2016,1,i44,e,0,3143150,N
2016,2,i44,a,0,139830.162393162,N
2016,2,i44,b,0,87.5,N
2016,2,i44,c,0,475224.333333333,N
2016,2,i44,d,0,130266.703703704,N
2016,2,i44,e,0,252487.333333333,N
2016,3,i44,a,0,382768.333333333,N
2016,3,i44,b,0,5000,N
2016,3,i44,c,0,889478.571428571,N
2016,3,i44,d,0,209012.5,N
2016,3,i44,e,0,569335.714285715,N
2016,4,i44,a,0,197734.324421513,N
2016,4,i44,b,0,11101.1111111111,N
2016,4,i44,c,0,868566.499999999,N
2016,4,i44,d,0,249967.261904762,N
2016,4,i44,e,0,111438.688596491,N
2017,1,i44,a,0,265349.074074074,N
2017,1,i44,b,0,85395.238095238,N
2017,1,i44,c,0,666533.333333333,N
2017,1,i44,d,0,328525,N
2017,1,i44,e,0,210363.888888889,N
2017,2,i44,a,0,57617.1464330413,N
2017,2,i44,b,0,10132.2685185185,N
2017,2,i44,c,0,878833.333333333,N
2017,2,i44,d,0,28067.5685425685,N
2017,2,i44,e,0,89962.865497076,N
2017,3,i44,a,0,29833.3333333334,N
2017,3,i44,b,0,29833.3333333334,N
2017,3,i44,c,0,0,N
2017,3,i44,d,0,25235.7142857143,N
2017,3,i44,e,0,77057.1428571429,N
